종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"220260","켐트로스","KOSDAQ","화학","8390","-710","-7.80","222824195730"
"052400","코나아이","KOSDAQ","소프트웨어","15550","-200","-1.27","241944284900"
"402030","코난테크놀로지","KOSDAQ","소프트웨어","24850","-1600","-6.05","141159033400"
"391710","코닉오토메이션","KOSDAQ","소프트웨어","4445","-375","-7.78","178747771790"
"046070","코다코","KOSDAQ","운송장비·부품","925","15","1.65","36134436800"
"047770","코데즈컴바인","KOSDAQ","섬유·의류","1710","-25","-1.44","64710849420"
"078940","코드네이처","KOSDAQ","건설","1210","-30","-2.42","46713101490"
"080530","코디","KOSDAQ","화학","1705","55","3.33","48236663090"
"224060","코디엠","KOSDAQ","반도체","400","2","0.50","24284971600"
"104540","코렌텍","KOSDAQ","의료·정밀기기","9510","10","0.11","117432523200"
"027050","코리아나","KOSDAQ","화학","2945","-75","-2.48","117800000000"
"290510","코리아센터","KOSDAQ","소프트웨어","4730","-65","-1.36","541747929580"
"190650","코리아에셋투자증권","KOSDAQ","금융","7440","-160","-2.11","47526720000"
"101670","코리아에스이","KOSDAQ","금속","14900","2150","16.86","281610000000"
"123410","코리아에프티","KOSDAQ","운송장비·부품","2895","-330","-10.23","80599880280"
"036690","코맥스","KOSDAQ","통신장비","2885","-65","-2.20","44986027145"
"049430","코메론","KOSDAQ","의료·정밀기기","8960","-80","-0.88","81070080000"
"183300","코미코","KOSDAQ","반도체","39850","-1700","-4.09","399314812950"
"041960","코미팜","KOSDAQ","제약","7100","-40","-0.56","455719719600"
"089890","코세스","KOSDAQ","반도체","7270","90","1.25","120572673740"
"009730","코센","KOSDAQ","금속","2715","0","0.00","53431463355"
"082660","코스나인","KOSDAQ","화학","909","14","1.56","45203962788"
"222040","코스맥스엔비티","KOSDAQ","음식료·담배","3900","-175","-4.29","80449200000"
"241710","코스메카코리아","KOSDAQ","화학","7770","-130","-1.65","82983600000"
"069110","코스온","KOSDAQ","화학","2630","0","0.00","62963935800"
"166480","코아스템","KOSDAQ","제약","9390","160","1.73","149602728870"
"045970","코아시아","KOSDAQ","IT부품","6400","-180","-2.74","168415206400"
"196450","코아시아옵틱스","KOSDAQ","의료·정밀기기","1470","-10","-0.68","60611960220"
"029960","코엔텍","KOSDAQ","기타서비스","8110","10","0.12","405500000000"
"102940","코오롱생명과학","KOSDAQ","제약","39450","100","0.25","450217444200"
"950160","코오롱티슈진","KOSDAQ","제약","8010","0","0.00","551809300500"
"056000","코원플레이","KOSDAQ","디지털컨텐츠","2860","0","0.00","56399843500"
"033290","코웰패션","KOSDAQ","유통","5270","-40","-0.75","466396233180"
"056360","코위버","KOSDAQ","통신장비","6400","-100","-1.54","62699520000"
"282880","코윈테크","KOSDAQ","기계·장비","25000","-100","-0.40","243759325000"
"121850","코이즈","KOSDAQ","IT부품","2605","10","0.39","51094925875"
"015710","코콤","KOSDAQ","통신장비","3880","-70","-1.77","68018340000"
"052330","코텍","KOSDAQ","정보기기","9870","-280","-2.76","153720828240"
"322780","코퍼스코리아","KOSDAQ","오락·문화","1885","-15","-0.79","67399445490"
"126600","코프라","KOSDAQ","화학","4905","-5","-0.10","144873560070"
"200130","콜마비앤에이치","KOSDAQ","제약","22600","400","1.80","667684410800"
"294570","쿠콘","KOSDAQ","소프트웨어","25500","0","0.00","257337967500"
"317690","퀀타매트릭스","KOSDAQ","의료·정밀기기","5450","100","1.87","89812789950"
"365270","큐라클","KOSDAQ","기타서비스","12500","50","0.40","172374600000"
"060280","큐렉소","KOSDAQ","유통","6360","10","0.16","247449092400"
"040350","큐로컴","KOSDAQ","컴퓨터서비스","784","5","0.64","98763202048"
"051780","큐로홀딩스","KOSDAQ","유통","406","-2","-0.49","50515514700"
"115180","큐리언트","KOSDAQ","기타서비스","30300","0","0.00","269168898600"
"182360","큐브엔터","KOSDAQ","오락·문화","16150","750","4.87","222945695050"
"066310","큐에스아이","KOSDAQ","반도체","8790","-50","-0.57","81497548590"
"016600","큐캐피탈","KOSDAQ","금융","424","2","0.47","75576775488"
"096240","크레버스","KOSDAQ","기타서비스","19950","250","1.27","230298091800"
"043590","크로바하이텍","KOSDAQ","반도체","1665","-195","-10.48","59533145595"
"114120","크루셜텍","KOSDAQ","IT부품","10850","0","0.00","24913021350"
"110790","크리스에프앤씨","KOSDAQ","섬유·의류","22600","-150","-0.66","264769848000"
"900250","크리스탈신소재","KOSDAQ","금융","825","15","1.85","79110107175"
"083790","크리스탈지노믹스","KOSDAQ","기타서비스","3075","5","0.16","212932944450"
"045520","크린앤사이언스","KOSDAQ","기계·장비","6900","40","0.58","44850000000"
"036170","클라우드에어","KOSDAQ","반도체","1010","-25","-2.42","61979282260"
"214150","클래시스","KOSDAQ","의료·정밀기기","13500","-350","-2.53","874485477000"
"352770","클리노믹스","KOSDAQ","기타서비스","6450","80","1.26","87849909450"
"237880","클리오","KOSDAQ","화학","14350","-250","-1.71","259323915550"
"139670","키네마스터","KOSDAQ","소프트웨어","7400","-90","-1.20","100242671800"
"413600","키움제6호스팩","KOSDAQ","금융","2150","-15","-0.69","7374500000"
"433530","키움제7호스팩","KOSDAQ","금융","2110","-10","-0.47","8661550000"
"054780","키이스트","KOSDAQ","오락·문화","6190","-10","-0.16","121000838670"
"219130","타이거일렉","KOSDAQ","반도체","17950","500","2.87","113341505500"
"065130","탑엔지니어링","KOSDAQ","기계·장비","5220","100","1.95","83396061540"
"134580","탑코미디어","KOSDAQ","통신장비","6040","0","0.00","79206053400"
"023160","태광","KOSDAQ","금속","16400","950","6.15","434600000000"
"323280","태성","KOSDAQ","기계·장비","1435","-5","-0.35","34644100050"
"053620","태양","KOSDAQ","금속","7430","-30","-0.40","63898000000"
"044490","태웅","KOSDAQ","금속","10000","160","1.63","200073810000"
"124560","태웅로직스","KOSDAQ","운송","4450","0","0.00","170953798800"
"191420","테고사이언스","KOSDAQ","제약","15500","400","2.65","125686927000"
"073640","테라사이언스","KOSDAQ","금속","1350","-5","-0.37","111007763550"
"182690","테라셈","KOSDAQ","유통","96","0","0.00","2031662208"
"066700","테라젠이텍스","KOSDAQ","제약","3950","-55","-1.37","128274018250"
"095610","테스","KOSDAQ","반도체","15250","-250","-1.61","301465446500"
"089030","테크윙","KOSDAQ","반도체","5490","20","0.37","205071511050"
"054450","텔레칩스","KOSDAQ","반도체","13100","100","0.77","181512434100"
"091440","텔레필드","KOSDAQ","통신장비","2315","-35","-1.49","23088955765"
"200230","텔콘RF제약","KOSDAQ","통신장비","1075","5","0.47","116749622500"
"215480","토박스코리아","KOSDAQ","유통","4665","145","3.21","44853774405"
"051360","토비스","KOSDAQ","정보기기","7970","-130","-1.60","130843952260"
"045340","토탈소프트","KOSDAQ","소프트웨어","4440","125","2.90","37997697600"
"108230","톱텍","KOSDAQ","기계·장비","6020","-210","-3.37","228899934900"
"079970","투비소프트","KOSDAQ","소프트웨어","1025","10","0.99","45303894025"
"199800","툴젠","KOSDAQ","기타서비스","59500","11700","24.48","467219406500"
"105550","트루윈","KOSDAQ","일반전기전자","2455","0","0.00","108836218760"
"290090","트윔","KOSDAQ","소프트웨어","15100","750","5.23","111097102400"
"026150","특수건설","KOSDAQ","건설","7880","30","0.38","138265088280"
"322180","티라유텍","KOSDAQ","소프트웨어","7470","70","0.95","41019637500"
"117730","티로보틱스","KOSDAQ","기계·장비","6520","-80","-1.21","92261240440"
"033830","티비씨","KOSDAQ","방송서비스","1000","0","0.00","100000000000"
"057680","티사이언티픽","KOSDAQ","디지털컨텐츠","2875","-45","-1.54","159414308125"
"064760","티씨케이","KOSDAQ","반도체","88300","-1700","-1.89","1030902500000"
"246710","티앤알바이오팹","KOSDAQ","제약","13100","-50","-0.38","272374728400"
"340570","티앤엘","KOSDAQ","제약","37050","400","1.09","301142400000"
"043220","티에스넥스젠","KOSDAQ","기계·장비","1005","-5","-0.50","106137086205"
"277880","티에스아이","KOSDAQ","기계·장비","8400","-340","-3.89","156604156800"
"131290","티에스이","KOSDAQ","반도체","40400","-500","-1.22","446881731600"
"356860","티엘비","KOSDAQ","일반전기전자","32400","350","1.09","159288606000"
"062860","티엘아이","KOSDAQ","반도체","5690","-180","-3.07","56175776800"
"321550","티움바이오","KOSDAQ","기타서비스","12850","150","1.18","308201159100"
"104480","티케이케미칼","KOSDAQ","화학","3160","-65","-2.02","287229571440"
"081150","티플랙스","KOSDAQ","금속","3830","-35","-0.91","92947979660"
"130740","티피씨글로벌","KOSDAQ","운송장비·부품","2665","-25","-0.93","30052349535"
"084730","팅크웨어","KOSDAQ","통신장비","12950","-100","-0.77","135012581900"
"046210","파나진","KOSDAQ","의료·정밀기기","3295","110","3.45","105890294700"
"058530","파나케이아","KOSDAQ","기계·장비","1620","0","0.00","29287053360"
"034230","파라다이스","KOSDAQ","오락·문화","15400","-250","-1.60","1400517148800"
"033540","파라텍","KOSDAQ","기계·장비","1105","10","0.91","55996293795"
"043200","파루","KOSDAQ","IT부품","882","24","2.80","36871405830"
"214450","파마리서치","KOSDAQ","제약","56600","600","1.07","572335238000"
"208340","파멥신","KOSDAQ","제약","4720","680","16.83","121203869920"
"177830","파버나인","KOSDAQ","일반전기전자","3690","-20","-0.54","52725498570"
"037070","파세코","KOSDAQ","일반전기전자","12200","1200","10.91","244000000000"
"150900","파수","KOSDAQ","소프트웨어","9360","-140","-1.47","108902869920"
"037030","파워넷","KOSDAQ","일반전기전자","3070","30","0.99","54224034640"
"047310","파워로직스","KOSDAQ","IT부품","5070","-40","-0.78","174514378740"
"368770","파이버프로","KOSDAQ","의료·정밀기기","2575","-10","-0.39","82565379375"
"170790","파이오링크","KOSDAQ","통신장비","10450","300","2.96","71648648500"
"049120","파인디앤씨","KOSDAQ","IT부품","1680","-15","-0.88","47339243280"
"038950","파인디지털","KOSDAQ","통신장비","4535","-155","-3.30","46305819275"
"106240","파인테크닉스","KOSDAQ","IT부품","10400","0","0.00","470000637600"
"131760","파인텍","KOSDAQ","IT부품","1080","15","1.41","46360936440"
"065690","파커스","KOSDAQ","IT부품","2160","-5","-0.23","30346554960"
"140860","파크시스템스","KOSDAQ","의료·정밀기기","97200","-300","-0.31","675011134800"
"091700","파트론","KOSDAQ","IT부품","7590","-170","-2.19","447189244260"
"032800","판타지오","KOSDAQ","오락·문화","523","3","0.58","50232146910"
"318010","팜스빌","KOSDAQ","음식료·담배","17850","-300","-1.65","141538683300"
"027710","팜스토리","KOSDAQ","음식료·담배","2105","10","0.48","234531943000"
"225590","패션플랫폼","KOSDAQ","섬유·의류","1390","-20","-1.42","37025031070"
"054300","팬스타엔터프라이즈","KOSDAQ","기계·장비","595","-15","-2.46","35184744875"
"068050","팬엔터테인먼트","KOSDAQ","오락·문화","3265","70","2.19","90421158140"
"222110","팬젠","KOSDAQ","제약","6180","10","0.16","65987753400"
"263750","펄어비스","KOSDAQ","디지털컨텐츠","46650","50","0.11","2996602635750"
"251970","펌텍코리아","KOSDAQ","화학","15800","250","1.61","195920000000"
"087010","펩트론","KOSDAQ","제약","8340","220","2.71","172027954020"
"119500","포메탈","KOSDAQ","금속","3740","20","0.54","44308647680"
"389140","포바이포","KOSDAQ","디지털컨텐츠","13050","250","1.95","133426266750"
"022100","포스코 ICT","KOSDAQ","기타서비스","6040","-150","-2.42","918289763160"
"009520","포스코엠텍","KOSDAQ","금속","5550","60","1.09","231117001650"
"189690","포시에스","KOSDAQ","소프트웨어","8140","140","1.75","74133609220"
"318020","포인트모바일","KOSDAQ","일반전기전자","18100","0","0.00","229187123200"
"256630","포인트엔지니어링","KOSDAQ","금속","1925","-10","-0.52","111644363600"
"331380","포커스에이치엔에스","KOSDAQ","일반전기전자","1840","-10","-0.54","35049390880"
"234100","폴라리스세원","KOSDAQ","운송장비·부품","1835","-55","-2.91","88083275475"
"041020","폴라리스오피스","KOSDAQ","소프트웨어","1080","0","0.00","51289275600"
"114630","폴라리스우노","KOSDAQ","화학","774","0","0.00","46935286470"
"290720","푸드나무","KOSDAQ","유통","19700","450","2.34","134078869800"
"005670","푸드웰","KOSDAQ","음식료·담배","5550","0","0.00","55500000000"
"094940","푸른기술","KOSDAQ","정보기기","6340","0","0.00","53011187240"
"007330","푸른저축은행","KOSDAQ","금융","17600","-1500","-7.85","265457280000"
"093380","풍강","KOSDAQ","금속","3570","0","0.00","35269147410"
"023900","풍국주정","KOSDAQ","음식료·담배","11700","-150","-1.27","147420000000"
"371950","풍원정밀","KOSDAQ","IT부품","12900","-150","-1.15","271422295200"
"370090","퓨런티어","KOSDAQ","의료·정밀기기","20450","-900","-4.22","162904291000"
"220100","퓨쳐켐","KOSDAQ","제약","12050","400","3.43","164988250550"
"035200","프럼파스트","KOSDAQ","화학","3490","80","2.35","33959759100"
"334970","프레스티지바이오로직스","KOSDAQ","제약","3600","45","1.27","219988688400"
"203690","프로스테믹스","KOSDAQ","종이·목재","1150","-85","-6.88","52790860400"
"321260","프로이천","KOSDAQ","일반전기전자","2015","30","1.51","56807049260"
"053610","프로텍","KOSDAQ","반도체","19700","-450","-2.23","216700000000"
"377220","프롬바이오","KOSDAQ","음식료·담배","6590","270","4.27","93281450000"
"335810","프리시젼바이오","KOSDAQ","의료·정밀기기","6060","110","1.85","70148899560"
"053160","프리엠스","KOSDAQ","일반전기전자","6280","20","0.32","37680000000"
"041590","플래스크","KOSDAQ","건설","1515","0","0.00","184177862190"
"367000","플래티어","KOSDAQ","소프트웨어","9770","10","0.10","80795037390"
"075130","플랜티넷","KOSDAQ","컴퓨터서비스","2215","40","1.84","36818438800"
"237820","플레이디","KOSDAQ","기타서비스","5070","205","4.21","65033599800"
"023770","플레이위드","KOSDAQ","디지털컨텐츠","5700","-80","-1.38","49970874000"
"300080","플리토","KOSDAQ","디지털컨텐츠","36100","300","0.84","188402687100"
"032580","피델릭스","KOSDAQ","반도체","1185","-35","-2.87","39261495840"
"051380","피씨디렉트","KOSDAQ","유통","7380","-190","-2.51","56604865680"
"241820","피씨엘","KOSDAQ","제약","9930","-70","-0.70","104952136140"
"237750","피앤씨테크","KOSDAQ","일반전기전자","5050","30","0.60","32807830000"
"024850","피에스엠씨","KOSDAQ","반도체","1010","-10","-0.98","40979362260"
"319660","피에스케이","KOSDAQ","반도체","14450","200","1.40","209284508650"
"031980","피에스케이홀딩스","KOSDAQ","반도체","6750","-160","-2.32","145546166250"
"002230","피에스텍","KOSDAQ","의료·정밀기기","3210","-25","-0.77","63138270030"
"057880","피에이치씨","KOSDAQ","유통","1740","0","0.00","206724832500"
"043370","피에이치에이","KOSDAQ","운송장비·부품","5790","-40","-0.69","121590000000"
"239890","피엔에이치테크","KOSDAQ","화학","11850","-250","-2.07","109098589200"
"347740","피엔케이피부임상연구센타","KOSDAQ","기타서비스","3160","-20","-0.63","94833420160"
"137400","피엔티","KOSDAQ","기계·장비","40650","-50","-0.12","924429698700"
"128660","피제이메탈","KOSDAQ","금속","3490","200","6.08","86563757810"
"006140","피제이전자","KOSDAQ","의료·정밀기기","5910","0","0.00","88650000000"
"376180","피코그램","KOSDAQ","기타제조","38000","1200","3.26","119019154000"
"304840","피플바이오","KOSDAQ","제약","8340","-1090","-11.56","98017351200"
"062970","피피아이","KOSDAQ","일반전기전자","2400","0","0.00","22339644000"
"087600","픽셀플러스","KOSDAQ","반도체","8530","230","2.77","69660739740"
"161580","필옵틱스","KOSDAQ","IT부품","6850","-220","-3.11","150625382950"
"347770","핌스","KOSDAQ","IT부품","9720","-110","-1.12","73629631800"
"163730","핑거","KOSDAQ","소프트웨어","9380","-120","-1.26","87287859960"
"341160","하나금융15호스팩","KOSDAQ","금융","2600","-190","-6.81","12246000000"
"343510","하나금융16호스팩","KOSDAQ","금융","2180","-5","-0.23","8741800000"
"388220","하나금융19호스팩","KOSDAQ","금융","2210","0","0.00","13945100000"
"400560","하나금융20호스팩","KOSDAQ","금융","2280","5","0.22","6954000000"
"406760","하나금융21호스팩","KOSDAQ","금융","2140","0","0.00","15857400000"
"418170","하나금융22호스팩","KOSDAQ","금융","2110","-10","-0.47","12681100000"
"427950","하나금융23호스팩","KOSDAQ","금융","2105","0","0.00","10167150000"
"430230","하나금융24호스팩","KOSDAQ","금융","2085","5","0.24","16688340000"
"299030","하나기술","KOSDAQ","기계·장비","64000","-1900","-2.88","478282880000"
"067310","하나마이크론","KOSDAQ","반도체","9180","10","0.11","439922619720"
"372290","하나머스트7호스팩","KOSDAQ","금융","2150","0","0.00","9253600000"
"166090","하나머티리얼즈","KOSDAQ","반도체","28750","-700","-2.38","567889377500"
"136480","하림","KOSDAQ","음식료·담배","2540","0","0.00","269772643080"
"003380","하림지주","KOSDAQ","금융","6990","-90","-1.27","782919290790"
"365590","하이딥","KOSDAQ","반도체","1055","25","2.43","145017506360"
"149980","하이로닉","KOSDAQ","의료·정밀기기","5670","0","0.00","79969793400"
"013030","하이록코리아","KOSDAQ","금속","21000","200","0.96","285877872000"
"126700","하이비젼시스템","KOSDAQ","의료·정밀기기","14300","-300","-2.05","213672201600"
"106080","하이소닉","KOSDAQ","IT부품","5650","0","0.00","75931762500"
"377400","하이제6호스팩","KOSDAQ","금융","2165","0","0.00","11707237500"
"400840","하이제7호스팩","KOSDAQ","금융","2125","-10","-0.47","10880000000"
"221840","하이즈항공","KOSDAQ","운송장비·부품","3020","5","0.17","56475694220"
"106190","하이텍팜","KOSDAQ","제약","9280","-50","-0.54","65783896960"
"373200","하인크코리아","KOSDAQ","기타제조","6280","-290","-4.41","118861560000"
"066130","하츠","KOSDAQ","일반전기전자","5430","-70","-1.27","69504000000"
"004590","한국가구","KOSDAQ","유통","4540","-30","-0.66","68100000000"
"039340","한국경제TV","KOSDAQ","방송서비스","6040","340","5.96","138920000000"
"034950","한국기업평가","KOSDAQ","기타서비스","68700","0","0.00","311933311800"
"222980","한국맥널티","KOSDAQ","음식료·담배","5620","-40","-0.71","61996934460"
"256840","한국비엔씨","KOSDAQ","제약","6250","-90","-1.42","422390550000"
"025550","한국선재","KOSDAQ","금속","3700","-5","-0.13","88464032600"
"017890","한국알콜","KOSDAQ","화학","10400","0","0.00","224699904000"
"080720","한국유니온제약","KOSDAQ","제약","5840","-110","-1.85","46157771520"
"063570","한국전자금융","KOSDAQ","기타서비스","4650","-205","-4.22","158786935200"
"041460","한국전자인증","KOSDAQ","소프트웨어","4745","-75","-1.56","90155000000"
"101680","한국정밀기계","KOSDAQ","기계·장비","1440","0","0.00","12101760000"
"039740","한국정보공학","KOSDAQ","유통","3360","60","1.82","26941813920"
"053300","한국정보인증","KOSDAQ","소프트웨어","4545","0","0.00","189873424395"
"025770","한국정보통신","KOSDAQ","통신서비스","11950","600","5.29","447459038450"
"409570","한국제10호스팩","KOSDAQ","금융","2155","5","0.23","11658550000"
"023760","한국캐피탈","KOSDAQ","금융","732","-33","-4.31","231026209632"
"054040","한국컴퓨터","KOSDAQ","IT부품","3445","-30","-0.86","55365594050"
"050540","한국코퍼레이션","KOSDAQ","기타서비스","822","0","0.00","4207455498"
"021650","한국큐빅","KOSDAQ","화학","2335","-15","-0.64","38178564605"
"053590","한국테크놀로지","KOSDAQ","유통","752","-18","-2.34","101560406464"
"032300","한국파마","KOSDAQ","제약","26100","1650","6.75","284664896100"
"037230","한국팩키지","KOSDAQ","종이·목재","2290","-10","-0.43","68242748830"
"030520","한글과컴퓨터","KOSDAQ","소프트웨어","13250","-300","-2.21","333950747500"
"052600","한네트","KOSDAQ","통신서비스","5470","110","2.05","63253439000"
"256150","한독크린텍","KOSDAQ","기계·장비","8810","-30","-0.34","73959950000"
"092460","한라IMS","KOSDAQ","운송장비·부품","4710","5","0.11","82978269570"
"047080","한빛소프트","KOSDAQ","디지털컨텐츠","3210","-45","-1.38","79679782020"
"114810","한솔아이원스","KOSDAQ","IT부품","6050","-120","-1.94","177580652700"
"070590","한솔인티큐브","KOSDAQ","컴퓨터서비스","1705","10","0.59","23664583305"
"226440","한송네오텍","KOSDAQ","기계·장비","1530","0","0.00","90418067280"
"042520","한스바이오메드","KOSDAQ","제약","9610","160","1.69","97089647410"
"078350","한양디지텍","KOSDAQ","반도체","10000","0","0.00","152443820000"
"045100","한양이엔지","KOSDAQ","기타서비스","12850","-100","-0.77","231300000000"
"046110","한일네트웍스","KOSDAQ","컴퓨터서비스","12000","0","0.00","143450724000"
"024740","한일단조","KOSDAQ","운송장비·부품","2795","-50","-1.76","83546261760"
"005860","한일사료","KOSDAQ","음식료·담배","6120","-150","-2.39","241150552200"
"123840","한일진공","KOSDAQ","기계·장비","469","1","0.21","40451950217"
"007770","한일화학","KOSDAQ","화학","22650","1450","6.84","79501500000"
"043090","한창바이오텍","KOSDAQ","유통","3860","-70","-1.78","169806390980"
"079170","한창산업","KOSDAQ","금속","11800","-800","-6.35","61360000000"
"054920","한컴위드","KOSDAQ","소프트웨어","3870","-100","-2.52","109200103470"
"002680","한탑","KOSDAQ","음식료·담배","1795","-30","-1.64","53840696515"
"386580","한화플러스제2호스팩","KOSDAQ","금융","2205","-25","-1.12","9172800000"
"430460","한화플러스제3호스팩","KOSDAQ","금융","2110","-15","-0.71","12491200000"
"034810","해성산업","KOSDAQ","금융","9290","-180","-1.90","244850008420"
"03481K","해성산업1우","KOSDAQ","금융","12100","50","0.41","12100000000"
"076610","해성옵틱스","KOSDAQ","IT부품","514","-5","-0.96","60255600116"
"059270","해성티피씨","KOSDAQ","금속","8070","-430","-5.06","77596681500"
"220180","핸디소프트","KOSDAQ","소프트웨어","3665","40","1.10","71130320000"
"900270","헝셩그룹","KOSDAQ","금융","301","-3","-0.99","24930282258"
"214180","헥토이노베이션","KOSDAQ","소프트웨어","12450","-450","-3.49","165051953250"
"234340","헥토파이낸셜","KOSDAQ","소프트웨어","22050","-400","-1.78","208438650000"
"084990","헬릭스미스","KOSDAQ","기타서비스","13700","-100","-0.72","516343766200"
"170030","현대공업","KOSDAQ","운송장비·부품","5970","-40","-0.67","91579800000"
"319400","현대무벡스","KOSDAQ","기계·장비","2655","-10","-0.38","304701513075"
"048410","현대바이오","KOSDAQ","화학","21000","-1450","-6.46","833336868000"
"052260","현대바이오랜드","KOSDAQ","화학","11700","0","0.00","175500000000"
"041440","현대에버다임","KOSDAQ","기계·장비","6460","410","6.78","115736998240"
"039010","현대에이치티","KOSDAQ","통신장비","7410","-20","-0.27","63911250000"
"090850","현대이지웰","KOSDAQ","기타서비스","5410","-30","-0.55","128467813010"
"092300","현우산업","KOSDAQ","IT부품","3560","50","1.42","66475224960"
"138360","협진","KOSDAQ","화학","4480","0","0.00","155061688320"
"011080","형지I&C","KOSDAQ","섬유·의류","589","0","0.00","22979039261"
"060560","홈센타홀딩스","KOSDAQ","유통","1035","-5","-0.48","132137958375"
"064240","홈캐스트","KOSDAQ","통신장비","3995","10","0.25","139976857940"
"039610","화성밸브","KOSDAQ","기계·장비","5480","100","1.86","57048992000"
"126640","화신정공","KOSDAQ","운송장비·부품","1395","15","1.09","50741572365"
"061250","화일약품","KOSDAQ","제약","2015","-30","-1.47","137124792090"
"097870","효성오앤비","KOSDAQ","화학","8140","70","0.87","69108600000"
"290270","휴네시온","KOSDAQ","소프트웨어","3810","-15","-0.39","36605230320"
"353190","휴럼","KOSDAQ","음식료·담배","998","-2","-0.20","38303659160"
"192410","휴림네트웍스","KOSDAQ","통신장비","1190","5","0.42","129467668400"
"090710","휴림로봇","KOSDAQ","기계·장비","2150","-20","-0.92","352117750700"
"205470","휴마시스","KOSDAQ","제약","12000","350","3.00","410685780000"
"115160","휴맥스","KOSDAQ","통신장비","3300","0","0.00","145006583700"
"028080","휴맥스홀딩스","KOSDAQ","컴퓨터서비스","2905","5","0.17","36537654930"
"032860","휴먼엔","KOSDAQ","기타서비스","3640","0","0.00","65288375880"
"200670","휴메딕스","KOSDAQ","제약","18650","-50","-0.27","185962768100"
"065510","휴비츠","KOSDAQ","의료·정밀기기","8430","100","1.20","100235827530"
"215090","휴센텍","KOSDAQ","의료·정밀기기","1505","0","0.00","120843123170"
"263920","휴엠앤씨","KOSDAQ","기타제조","4555","0","0.00","223400585370"
"243070","휴온스","KOSDAQ","제약","31850","0","0.00","380147235650"
"084110","휴온스글로벌","KOSDAQ","제약","17750","250","1.43","224031483000"
"145020","휴젤","KOSDAQ","제약","102200","-1700","-1.64","1265793501000"
"024060","흥구석유","KOSDAQ","유통","5500","70","1.29","82500000000"
"010240","흥국","KOSDAQ","기계·장비","4970","-50","-1.00","61243799120"
"189980","흥국에프엔비","KOSDAQ","음식료·담배","2345","-5","-0.21","93794772995"
"037440","희림","KOSDAQ","기타서비스","7220","110","1.55","100520269500"
"238490","힘스","KOSDAQ","반도체","6300","-240","-3.67","71267086800"
